Seq_Number,ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,YEAR,IS_BANKRUPT
54,-62.44,59.49,-33.43,0.01,0.4,0.41,194.9,150.73,388.16,6.11,2.05,-1.95,-0.95,43.29,204.95,-28.09,-6.48,0.0,56.61,249.29,-47.91,30.95,-24.18,0.08,0.36,0.36,184.17,113.43,402.29,0.17,2.55,-1.65,-0.65,85.33,254.81,-15.95,-6.58,21.32,67.23,654.21,-31.92,16.21,-53.16,0.0,0.35,0.35,606.08,555.03,1611.63,,2.97,-1.51,-0.51,15.72,296.97,-9.82,-23.77,19.42,79.33,201.45,14,1
55,0.42,1.83,0.33,0.03,0.76,0.94,280.99,138.22,171.29,36.31,0.77,3.33,4.33,10.34,76.92,8.92,0.98,13.54,7.66,53.31,0.41,2.62,0.33,0.01,0.87,1.0,287.58,187.81,203.78,30.52,0.84,5.34,6.34,7.34,84.22,5.12,1.0,11.01,5.46,62.07,-18.69,177.13,-15.17,0.01,0.74,0.77,295.34,214.07,294.76,9.83,1.11,-10.48,-9.48,-12.89,110.55,-14.29,-0.66,8.99,4.7,-116.24,14,1
56,-0.38,-2.4,-0.23,-0.02,1.05,1.23,221.16,187.98,175.77,32.07,0.84,5.34,6.34,16.77,84.23,0.04,21.56,0.0,10.42,119.54,-0.57,-2.03,-0.28,-0.13,1.16,1.51,183.15,151.62,117.9,42.44,0.72,2.59,3.59,30.14,72.11,0.02,33.79,0.0,15.41,158.26,1.65,51.84,0.73,0.06,0.84,1.09,159.85,111.66,104.88,36.39,0.97,30.39,31.39,31.85,96.81,2.12,12.21,24.3,13.26,74.32,14,1
57,4.28,32.06,3.64,0.02,1.08,1.08,309.79,283.74,265.47,,0.87,6.49,7.49,4.38,86.65,7.05,2.44,0.0,0.08,1.45,9.25,75.01,6.64,0.06,0.71,0.72,261.96,146.61,225.62,3.75,0.88,7.11,8.11,22.35,87.67,17.82,0.34,0.0,9.4,42.75,1.13,16.11,1.49,0.0,0.82,0.82,481.02,357.88,439.44,0.04,0.93,13.24,14.24,20.33,92.98,9.35,0.29,0.0,25.37,73.77,14,1
58,7.0,85.07,3.32,0.0,2.29,2.29,172.53,170.47,74.66,,0.92,11.16,12.16,11.55,91.78,7.62,,0.0,2.16,81.27,0.06,2.84,0.05,0.0,3.46,3.46,297.24,293.04,84.75,,0.98,46.23,47.23,9.42,97.88,0.06,,0.0,7.62,79.27,-8.49,149.39,-7.43,0.0,2.25,2.25,318.6,314.92,125.81,,1.06,-18.6,-17.6,16.02,105.68,-8.03,,4.56,21.45,109.7,14,1
59,0.88,2.33,10.73,0.01,0.46,0.51,4424.88,1200.32,2683.41,138.88,0.62,1.63,2.64,4.83,62.05,2.57,0.66,0.01,47.96,75.27,-0.55,-1.47,-12.81,0.01,0.51,0.53,8543.63,2599.93,5243.84,146.02,0.63,1.68,2.69,0.73,62.76,1.84,0.67,0.01,29.91,58.79,0.41,1.1,43.83,0.01,0.69,0.72,38766.89,12072.81,17904.47,658.35,0.63,1.68,2.68,0.86,62.69,0.66,0.67,0.01,48.14,51.52,14,1
60,2.92,16.21,2.12,0.32,0.85,0.85,264.63,106.7,159.85,,0.82,4.56,5.56,19.57,82.0,9.42,0.9,16.43,12.11,46.41,-265.59,139.1,-30.15,0.0,0.34,0.34,41.43,40.29,118.74,,2.91,-1.52,-0.52,-129.59,290.94,-64.67,,0.0,15.44,100.91,0.0,0.0,,0.0,0.34,0.34,,,,,2.91,-1.52,-0.52,0.0,290.94,0.0,,0.0,,,14,1
61,1.59,9.57,1.11,-0.1,0.55,1.3,254.65,93.66,145.33,111.36,0.8,4.79,6.01,12.87,83.37,3.71,0.83,0.0,7.89,75.39,35.96,71.33,41.35,-0.56,0.89,2.45,419.75,147.48,101.23,160.14,0.5,0.98,1.98,43.17,49.59,77.29,1.94,0.0,8.3,64.46,-79.09,-280.91,-125.97,0.02,0.98,1.05,579.75,339.15,185.81,23.99,0.72,2.55,3.55,-67.71,71.85,-88.2,2.82,28.98,18.13,-14.23,14,1
62,0.38,3.32,0.36,0.02,0.77,0.84,345.8,220.22,252.38,19.92,0.89,7.73,8.73,16.52,88.55,4.71,0.5,12.47,15.33,101.9,0.1,1.0,0.1,0.01,0.72,0.76,358.68,219.42,268.79,14.6,0.9,8.92,9.92,15.0,89.92,4.37,0.36,11.44,14.64,174.5,-8.6,-539.08,-10.0,0.01,0.8,0.84,423.26,319.99,356.5,15.75,0.98,61.66,62.67,3.68,98.4,-5.17,0.16,11.18,14.28,108.43,14,1
63,-11.87,-42.92,-14.12,0.01,0.53,0.62,433.16,127.39,209.25,30.05,0.72,2.62,3.62,15.6,72.35,-11.25,0.52,22.05,32.68,111.81,-15.8,-109.54,-24.71,0.01,0.35,0.44,570.63,152.32,394.19,40.81,0.86,5.93,6.93,7.54,85.57,-14.24,0.26,12.91,36.5,153.06,-9.13,-52.11,-13.65,0.01,0.46,0.48,544.4,198.03,395.74,8.3,0.82,4.71,5.71,6.86,82.49,-7.5,0.29,8.16,23.9,241.89,14,1
64,0.32,0.51,,0.02,0.79,0.79,,,,,0.38,0.61,1.61,0.66,37.86,0.94,0.88,0.0,,-1122.75,-1.25,-2.05,-5388.71,0.0,0.77,0.77,1575692.55,393216.56,598876.09,,0.39,0.64,1.64,-1.26,39.02,-3.12,0.87,0.0,-38.59,3.85,20.4,-4.05,,0.0,0.03,0.03,,,,,6.03,-1.2,-0.2,20.4,603.38,3.45,-5.93,0.0,,0.0,14,1
65,-1.3,-4.05,-1.4,0.15,2.8,2.85,390.63,168.33,63.73,3.27,0.68,2.11,3.11,27.46,67.85,3.84,1.52,0.0,30.87,81.66,-28.73,-444.68,-46.49,0.06,1.07,1.09,590.66,214.72,210.86,2.99,0.93,14.43,15.48,2.06,93.54,-26.21,1.05,0.0,49.83,170.94,-50.24,121.75,-53.27,0.0,0.54,0.56,386.01,136.17,250.86,3.01,1.41,-3.42,-2.42,-14.29,141.26,-31.83,0.53,0.0,38.12,-2043.68,14,1
66,-39.07,7.77,-39.15,0.0,0.17,0.17,364.7,346.67,2041.58,0.33,6.03,-1.2,-0.2,50.82,602.62,-5.9,-152.06,0.0,90.06,230.72,-202.95,16.99,-230.8,0.0,0.08,0.08,415.08,386.7,5001.19,0.44,12.95,-1.08,-0.08,-70.16,1294.87,-15.55,-239.78,0.0,151.01,358.82,-418.49,13.69,-418.54,0.0,0.03,0.03,364.04,358.91,10727.0,,31.57,-1.03,-0.03,-80.1,3157.28,-13.25,,0.04,338.43,1122.91,14,1
67,-6.48,-123.14,-3.97,0.05,0.84,0.85,222.97,98.25,150.74,1.34,0.88,16.8,19.01,19.86,94.74,-0.4,0.58,0.0,16.13,76.59,-16.58,132.08,-12.27,0.02,0.66,0.67,270.12,174.13,290.34,1.19,1.1,-8.77,-7.97,0.87,112.55,-9.77,-0.44,0.0,12.91,290.34,-18.19,54.2,-224.31,0.09,2.47,2.49,4489.62,438.65,1307.93,22.48,1.33,-3.96,-2.98,-12.52,133.55,-9.34,2.63,0.0,69.87,-220.65,14,1
68,14.07,128.16,4.26,0.01,0.03,0.14,110.11,6.84,265.28,30.45,2.53,23.01,9.11,98.73,89.02,8.63,0.19,0.0,25.61,40.55,-0.4,-13.6,-0.58,0.0,0.05,0.85,529.52,22.65,472.64,381.06,0.97,33.02,34.02,19.52,97.06,0.52,0.15,0.0,28.9,78.35,-67.22,106.07,-125.75,0.02,0.1,0.57,680.91,70.25,917.63,438.93,1.63,-2.58,-1.58,-43.47,163.38,-40.2,-2.77,0.0,44.44,-58.74,14,1
69,1.88,7.26,2.84,0.19,0.59,0.93,548.05,62.64,118.65,54.41,0.65,2.51,3.85,16.1,74.06,15.36,0.85,40.66,21.41,64.89,0.22,1.8,0.38,0.09,0.97,1.16,615.79,207.68,136.3,45.34,0.83,6.68,8.07,10.79,87.61,8.05,1.03,56.54,17.82,54.41,0.33,2.24,0.66,0.25,0.6,1.02,731.89,88.79,133.96,108.2,0.82,5.57,6.79,13.0,85.27,10.77,0.96,59.99,25.47,54.74,14,1
70,-2.09,-7.12,-1.15,0.06,0.78,1.1,200.0,89.02,123.48,40.91,0.71,2.41,3.41,15.63,70.68,6.41,1.18,4.38,9.74,76.57,-31.25,2870.61,-26.96,0.16,0.41,0.55,314.87,67.58,293.37,43.09,1.01,-92.87,-91.87,-17.22,101.09,-23.57,0.1,3.42,12.1,-266.19,-507.4,97.64,-146.91,0.0,0.14,0.14,105.39,89.49,645.24,,6.2,-1.19,-0.19,-449.52,619.67,-76.4,-50.57,0.0,16.76,-46.55,14,1
71,-17.5,-72.48,-22.1,0.02,2.58,2.9,459.84,383.55,68.53,48.11,0.76,3.14,4.14,3.76,75.86,-19.64,16.81,17.98,26.86,402.39,5.35,23.46,4.49,0.07,1.96,2.13,306.5,256.03,79.12,24.68,0.77,3.38,4.38,20.8,77.19,8.6,34.03,19.92,12.98,48.26,-12.81,-167.29,-15.03,0.09,1.28,1.53,427.05,317.3,180.18,67.64,0.92,12.04,13.06,-5.8,92.34,-13.48,27.25,21.94,8.22,-158.06,14,1
72,7.58,74.12,1.77,0.15,0.73,1.1,84.76,40.61,69.93,26.75,0.9,8.78,9.78,23.01,89.77,11.25,2.08,5.42,3.59,40.66,1.92,46.08,0.89,0.03,0.91,1.02,169.11,135.36,154.96,17.63,0.96,23.02,24.02,17.79,95.84,2.0,1.33,1.52,7.35,153.21,-19.5,112.8,-14.07,0.0,0.75,0.89,262.55,213.06,284.37,40.42,1.17,-6.78,-5.78,-2.42,117.29,-16.05,-4.33,4.82,12.32,-199.56,14,1
73,0.19,2.95,0.06,0.01,1.0,1.03,114.38,100.0,100.81,2.18,0.94,14.62,15.62,112.89,93.6,3.94,0.83,0.0,35.41,94.91,-139.95,112.9,-30.95,0.02,0.4,0.4,80.71,63.72,168.24,1.33,2.24,-1.81,-0.81,138.79,223.96,-59.37,-8.7,0.0,61.64,186.16,-216.75,47.49,-29.49,0.11,0.17,0.17,49.52,16.09,266.34,,5.56,-1.22,-0.22,281.11,556.4,-38.04,-88.3,0.0,67.74,126.82,14,1
74,1.72,6.0,0.59,0.18,1.31,1.31,123.81,89.1,83.75,0.09,0.71,2.48,3.48,46.73,71.27,7.47,2.88,0.0,15.31,85.49,-1.95,-13.03,-1.47,0.17,1.11,1.12,274.8,215.44,200.95,1.52,0.85,5.69,6.69,21.58,85.06,-0.1,3.15,9.78,17.71,95.49,-317.5,172.58,-50.24,0.03,0.25,0.25,57.6,34.62,159.71,,2.84,-1.54,-0.54,-152.27,283.98,-109.34,-5.91,0.0,26.14,-196.6,14,1
75,7.91,29.98,7.54,-0.15,0.68,0.69,347.0,106.35,127.95,0.41,0.74,2.79,3.79,17.25,73.63,22.59,0.85,2.01,8.9,34.66,-20.22,-970.4,-11.39,0.23,0.56,0.57,205.64,39.96,126.48,1.41,0.98,46.98,47.98,14.25,97.92,-1.53,0.58,1.85,19.42,92.47,-5.08,-38.47,-3.25,0.25,1.23,1.24,232.32,101.61,65.77,1.89,0.87,6.57,7.57,11.82,86.78,8.69,1.42,47.16,10.79,46.61,14,1
76,0.94,2.62,1.17,-0.08,0.79,1.34,451.71,198.28,230.78,127.0,0.64,1.79,2.79,7.55,64.15,1.9,1.56,12.06,8.21,72.87,0.24,0.6,0.27,-0.14,0.57,1.52,401.91,95.71,156.18,151.56,0.59,1.45,2.45,7.57,59.2,0.8,1.32,11.36,8.07,89.98,-8.65,-30.23,-24.98,0.0,0.5,0.97,1051.74,291.05,593.79,305.21,0.71,2.5,3.5,-5.28,71.4,-12.06,1.02,13.07,9.74,-77.72,14,1
77,-33.76,154.93,-25.66,0.06,0.66,0.71,276.6,168.87,262.46,13.47,1.21,-5.57,-4.59,-18.7,121.79,-13.06,-0.13,20.22,11.45,256.73,85.03,213.24,187.95,0.0,2.94,2.96,806.8,481.64,116.12,3.39,0.6,1.5,2.51,98.49,60.13,167.39,2.27,23.03,29.76,137.72,-20.71,-64.43,-141.17,0.0,1.25,1.3,2480.72,1556.36,969.65,70.5,0.66,2.05,3.11,-11.8,67.85,-5.95,1.45,17.32,60.72,-271.8,14,1
78,3.32,-0.32,,0.0,0.09,0.09,,,,,11.51,-1.1,-0.1,3.32,1150.95,0.29,,0.0,,0.0,-0.33,0.03,,0.0,0.09,0.09,,,,,11.42,-1.1,-0.1,-0.33,1141.76,-0.03,,0.0,,0.0,-0.12,0.01,-0.26,0.0,0.09,0.09,767.3,760.89,8675.22,,11.43,-1.1,-0.1,-0.12,1143.18,-0.01,,0.0,0.0,0.0,14,1
79,9.35,11.28,98.78,106.25,528.15,528.15,3844.08,2415.47,5.73,,0.17,0.21,1.21,9.35,17.08,63.66,4.09,0.0,0.0,0.0,-20.5,-90.87,-75.29,0.16,0.25,0.61,1340.46,88.47,1020.42,371.43,0.77,3.43,4.43,-16.05,77.44,-17.4,0.43,0.0,16.36,-19.79,-69.61,73.06,-44.96,0.06,0.06,0.31,235.08,1.23,453.3,115.48,1.95,-2.05,-1.05,-27.1,195.29,-30.85,-2.39,0.0,27.46,-57.96,14,1
80,-2.1,-337.57,-1.75,0.02,0.53,0.98,302.15,119.09,190.83,104.2,0.94,150.42,160.57,3.67,99.38,1.55,0.68,23.34,4.79,78.31,-1.11,434.85,-0.66,0.0,0.42,0.98,216.2,68.98,133.52,93.22,0.94,-369.49,-391.52,5.69,100.26,1.57,0.67,24.36,4.03,108.11,-0.13,-10.97,-0.08,0.02,0.27,0.94,212.97,39.05,121.16,105.45,0.97,79.69,81.99,7.68,98.78,2.97,0.79,25.62,4.57,89.06,14,1
81,14.14,85.97,1.47,0.4,1.12,1.21,37.91,20.65,18.51,2.71,0.84,5.08,6.08,65.77,83.55,22.78,2.78,27.47,5.38,51.74,-9.43,-139.98,-6.51,0.03,0.89,1.07,252.17,190.01,162.88,41.83,0.93,13.83,14.85,27.03,93.26,-7.57,2.07,23.65,25.19,134.71,-39.81,108.85,-18.01,0.0,0.77,0.77,164.63,163.53,138.98,,1.37,-3.73,-2.73,5.4,136.57,-27.45,-2038.12,45.12,20.45,-3211.8,14,1
82,1.17,2.18,0.29,0.13,1.77,1.77,91.29,67.53,41.18,,0.46,0.86,1.87,2.25,46.54,3.07,56.38,0.0,0.27,91.82,2.92,8.5,1.56,0.21,1.36,1.36,194.8,142.49,123.59,0.0,0.66,1.91,2.91,3.25,65.6,4.46,,0.0,0.17,10.21,-27.09,-49.78,-160.65,0.03,2.54,2.83,2158.46,1893.28,752.87,222.75,0.38,0.7,1.84,-27.09,45.58,-71.3,,0.0,0.0,0.0,14,1
83,4.53,-56.49,5.86,0.0,0.22,0.74,472.42,0.63,313.98,166.08,1.08,-13.48,-12.48,4.53,108.01,16.27,0.79,40.55,0.0,0.0,32.59,119.78,137.22,0.0,1.05,1.55,1532.44,1.38,708.99,361.16,0.73,2.67,3.67,32.59,72.79,50.5,2.19,25.96,0.0,0.0,-0.24,-0.84,-4.04,0.0,1.4,2.0,6247.87,166.33,2445.58,1461.63,0.72,2.57,3.57,-0.24,71.95,5.68,2.64,27.25,0.0,0.0,15,1
84,62.06,260.75,5998.9,0.01,0.08,6.33,35282.81,322.13,4307.88,27316.05,0.76,3.2,4.2,62.06,76.2,81.45,5.87,52.34,0.0,0.0,-31.62,-2498.31,-298.59,0.02,0.01,2.82,3437.22,-6.53,846.23,2408.66,0.99,78.01,79.01,-31.62,98.73,-31.95,3.62,65.44,0.0,0.0,-92.08,104.86,-60.23,0.0,0.34,0.34,238.08,74.36,222.65,,1.88,-2.14,-1.14,-92.08,187.81,-48.89,-0.04,74.32,0.0,0.0,15,1
85,-3.02,3.38,-2.14,0.02,0.1,0.11,259.43,33.41,464.97,5.17,1.89,-2.12,-1.12,64.44,189.34,5.74,-1.04,0.0,47.95,159.32,-47.11,41.79,-38.72,0.0,0.2,0.21,299.16,124.32,611.48,1.03,2.13,-1.89,-0.89,0.12,212.72,-20.21,-1.9,0.0,38.81,434.51,-31.58,18.94,,0.0,0.13,0.14,341.64,118.34,883.71,1.42,266.74,-159.97,-0.6,19.69,266.74,-10.25,-2.51,0.06,34.94,135.34,15,1
86,1.68,7.32,1.72,0.01,0.78,1.04,374.07,199.81,229.64,71.86,0.77,3.35,4.35,7.25,77.02,4.54,1.12,14.35,5.7,57.37,0.14,0.56,0.33,0.0,0.69,1.12,854.43,386.17,497.43,248.14,0.75,3.03,4.03,4.59,75.19,2.77,1.12,11.09,10.45,104.17,-19.68,-322.9,-39.43,0.01,0.7,0.85,729.29,419.23,539.0,91.6,93.91,1540.81,16.41,-13.88,93.91,-19.09,0.23,10.79,8.46,-40.89,15,1
87,0.82,3.41,0.27,-0.01,0.63,1.22,121.33,53.17,73.3,50.02,0.76,3.15,4.15,49.98,75.93,1.08,2.04,8.18,16.34,105.94,-0.76,-3.44,-0.35,-0.17,0.44,1.58,165.35,53.94,77.37,102.1,0.78,3.53,4.53,47.41,77.91,-0.98,1.82,6.98,21.88,129.64,-659.78,126.18,-95.47,-0.19,0.22,0.22,52.67,87.2,193.34,,6.23,-1.19,-0.19,-422.71,622.89,-99.37,-53.0,39.18,34.3,-58.01,15,1
88,0.12,31.42,0.32,0.0,1.79,1.79,966.78,944.4,528.52,0.01,0.56,145.06,257.59,2.03,99.61,0.25,0.7,0.0,5.06,158.16,-4.4,115.28,-4.35,0.0,2.62,2.62,360.33,351.41,133.96,,0.39,-10.19,-26.21,-3.05,103.81,-11.24,-2.41,0.0,1.34,198.56,2.93,-27.96,,0.0,0.92,0.92,120.92,116.59,127.34,,1.11,-10.58,-9.56,7.89,110.65,2.72,-3.63,0.05,1.24,26.84,15,1
89,-6.96,-17.12,-6.19,0.03,1.39,1.39,324.92,190.64,138.5,0.05,0.59,1.46,2.46,23.38,59.36,-11.68,1.32,6.2,27.01,131.57,4.14,7.96,3.04,0.02,1.91,1.91,267.11,172.35,84.1,0.05,0.48,0.92,1.92,44.08,47.94,8.8,1.92,6.2,29.3,62.2,4.13,9.31,,0.01,1.55,1.55,166.45,84.56,60.19,0.08,55.67,125.58,2.26,48.33,55.67,8.36,1.62,8.76,14.0,29.92,15,1
90,0.28,4.46,0.13,-0.01,0.96,1.07,160.82,143.77,148.48,16.84,0.94,14.65,15.65,7.32,93.61,0.4,,0.0,3.1,116.33,0.66,14.52,1.28,-0.1,0.94,1.05,708.6,694.65,669.01,73.18,0.95,21.03,22.03,3.52,95.46,0.69,,0.0,5.57,73.55,-28.57,178.83,-223.02,0.04,0.79,0.86,2841.11,2451.86,3258.85,224.02,1.16,-7.26,-6.26,-19.75,115.98,-24.64,,0.0,68.85,-44.93,15,1
91,32.89,53.76,18.31,2.36,2.35,2.35,91.31,-0.54,76.36,,0.39,0.63,1.63,82.59,38.83,87.05,6.1,0.0,27.67,54.03,-65.48,160.75,-51.8,0.08,0.23,0.51,288.0,45.66,293.06,82.16,1.41,-3.45,-2.46,4.42,140.73,-39.77,-0.11,10.68,55.3,305.88,-103.29,50.87,-52.84,0.02,0.36,0.36,186.22,174.91,512.06,,3.03,-1.49,-0.49,-54.95,303.04,-27.11,,0.0,24.73,19728.81,15,1
92,0.28,1.34,0.15,0.01,0.98,0.99,188.77,126.77,111.51,1.1,0.77,3.64,4.73,6.34,78.84,5.89,0.85,13.09,3.13,43.73,-4.51,-33.91,-2.72,0.01,0.85,0.88,219.32,152.95,159.52,4.81,0.86,6.44,7.51,1.43,86.69,-1.35,0.64,10.01,3.58,58.53,-76.42,160.6,,0.01,0.57,0.6,137.69,110.39,169.87,6.49,147.59,-310.15,-2.1,-61.55,147.59,-49.11,-13.7,20.44,4.06,-16.64,15,1
93,-33.23,316.62,-49.96,0.02,0.11,0.19,548.83,47.88,363.15,41.78,1.08,-10.27,-9.53,36.9,110.49,-21.72,-0.12,32.3,105.45,339.99,-32.22,49.76,-188.27,0.03,0.54,0.54,2126.75,1117.27,2710.59,,1.65,-2.54,-1.54,7.56,164.76,82.25,-0.99,0.0,232.45,602.06,-67.2,31.1,-1767.32,0.0,0.25,0.25,9572.45,1808.24,22212.45,,3.16,-1.46,-0.46,-6.83,316.1,-19.37,-3.3,0.0,1222.49,2875.72,15,1
94,-307.16,49.57,-154.55,0.02,0.07,0.27,183.65,22.4,433.8,88.22,7.2,-1.16,-0.16,-116.09,719.61,-41.31,-17.6,0.0,96.14,-234.69,-58.52,4.44,-15.33,0.01,0.12,0.21,95.32,41.08,389.66,37.09,14.19,-1.08,-0.08,204.77,1418.64,-3.52,-106.93,0.0,68.95,90.11,-217.99,3.29,-31.7,,0.01,0.04,52.93,10.2,1199.68,32.8,67.33,-1.02,-0.02,-21.82,6733.33,-2.61,-371.29,0.0,21.02,45.71,15,1
95,-4.81,-753.16,-20.61,0.0,0.92,0.93,1563.08,1408.06,1463.64,10.61,0.99,155.52,156.52,-1.62,99.36,-4.84,0.09,4.33,13.68,131.63,-3.36,120.39,-36.12,0.0,0.9,0.9,3916.34,3580.72,3827.7,23.73,1.03,-36.86,-35.86,-0.51,102.79,-3.27,-0.38,3.87,30.59,-552.32,-0.88,24.16,,-0.01,0.89,0.9,54906.62,50444.93,54147.1,326.68,103.66,-2831.62,-27.32,-0.88,103.66,-0.85,-0.5,3.85,0.0,0.0,15,1
96,-4.82,25.93,,0.0,0.02,0.02,,,,,1.19,-6.38,-5.38,-4.82,118.58,-4.06,0.68,86.72,,,-4.92,20.91,,0.0,0.0,0.0,,,,,1.24,-5.25,-4.25,-4.92,123.52,-3.98,-0.24,91.03,,,-4.87,17.15,,0.0,0.0,0.0,,,,,1.28,-4.52,-3.52,-4.87,128.39,-3.79,-0.06,95.72,,0.0,15,1
97,1.83,20.74,0.85,0.01,1.01,1.01,169.15,148.25,145.32,,0.91,10.33,11.35,22.59,91.19,3.91,1.26,2.02,9.62,82.18,-5.1,-57.34,-7.45,0.02,0.68,1.01,531.59,305.16,456.54,156.07,0.91,10.22,11.25,18.25,91.11,-4.12,0.95,1.53,34.1,119.86,-76.14,130.17,-152.81,0.01,0.34,0.54,730.49,368.77,1109.49,223.66,1.58,-2.71,-1.71,-27.48,158.36,-46.82,-3.38,0.0,71.28,-125.88,15,1
98,-12.86,19.48,-18.54,0.24,0.62,0.62,526.36,101.68,292.52,0.0,1.66,-2.51,-1.51,-10.53,166.03,-7.39,0.45,19.77,3.36,-77.29,20.06,-81.39,11.17,0.07,0.88,0.88,202.74,60.1,183.03,0.0,1.25,-5.06,-4.06,21.71,124.65,16.5,-0.33,11.59,0.92,3.24,-47.57,53.13,-181.57,0.04,0.57,0.57,1389.46,33.22,1858.95,0.02,1.9,-2.12,-1.12,-44.86,189.53,-24.62,-3.41,13.6,7.68,-4.69,15,1
99,-6.96,122.61,-2.41,0.03,0.69,0.78,126.2,81.3,118.86,11.68,1.06,-18.61,-17.61,12.89,105.68,-1.07,0.01,3.53,6.86,91.72,-40.51,115.96,-41.03,0.0,0.19,0.37,368.72,70.71,382.4,69.37,1.35,-3.86,-2.86,-3.22,134.93,-20.46,-0.1,0.01,37.77,244.16,-63.64,68.66,,,0.41,0.41,11135.11,7697.9,18064.11,,1.93,-2.08,-1.08,-59.84,192.68,-25.29,-2.48,25.88,80.75,-10.58,15,1
100,-27.33,122.59,-98.07,0.54,0.78,0.78,1309.58,379.64,1337.97,0.17,1.22,-5.48,-4.48,-7.1,122.3,-21.43,-5.0,18.48,72.6,-365.0,-23.75,104.83,-1444.08,0.37,0.72,0.72,22128.92,9258.7,26761.02,,1.23,-5.41,-4.41,-6.22,122.66,-18.01,-1.82,0.0,1065.7,-429.16,-14.46,111.13,,0.0,0.89,0.89,,,,,1.13,-8.69,-7.69,-1.58,113.01,-12.77,,0.01,,-665.87,15,1
101,-5.11,13.41,-579.45,-0.02,0.29,0.29,41389.05,9730.3,30800.81,0.0,1.38,-3.62,-2.62,-4.97,138.1,0.05,0.23,56.05,16.2,66.02,-6.07,13.12,-1696.91,-0.01,0.17,0.17,101679.58,25132.53,80599.94,,1.46,-3.16,-2.16,-6.03,146.31,-0.42,-0.6,59.2,13.75,-8.78,-5.53,10.14,-1749.56,-0.01,0.17,0.17,115092.14,30093.79,96210.02,,1.55,-2.83,-1.83,-5.52,154.55,0.16,-0.72,62.66,3.34,4.15,15,1
102,-3.15,6.41,-55.97,0.01,0.04,0.04,6479.63,34.09,1069.51,,1.49,-3.03,-2.03,-1.82,149.18,-0.93,0.13,0.0,23.71,95.34,-3.81,7.04,-139.24,0.0,0.01,0.01,13299.84,14.34,2201.65,,1.54,-2.85,-1.85,-3.73,154.17,-1.3,0.09,0.0,3.0,-11.02,-5.72,9.82,-31.92,0.01,0.21,0.21,2029.37,84.53,410.83,,158.32,-271.46,-1.71,-5.72,158.32,-2.78,0.03,0.0,0.0,0.0,15,1
103,0.18,-0.19,,0.0,0.12,0.41,,,,,1.96,-2.04,-1.04,0.18,196.34,0.09,-9.75,0.0,,0.0,-9.74,7.59,,0.0,0.13,0.45,,,,,2.28,-1.78,-0.78,-9.74,228.35,-4.27,-10.57,0.0,,0.0,-0.17,0.13,,0.0,0.13,0.44,,,,,2.29,-1.77,-0.77,-0.17,229.43,-0.07,-10.6,0.0,,,16,1
104,4.14,7.96,3.04,0.02,1.91,1.91,267.11,172.35,84.1,0.05,0.48,0.92,1.92,44.08,47.94,8.8,1.92,6.2,29.3,62.2,4.13,9.31,,0.01,1.55,1.55,166.45,84.56,60.19,0.08,55.67,125.58,2.26,48.33,55.67,8.36,1.62,8.76,14.0,29.92,-81.98,173.28,,0.0,0.7,0.73,279.79,181.29,315.15,10.48,147.31,-311.37,-2.11,-6.43,147.31,-54.55,-10.74,17.26,42.68,234.4,16,1
105,0.11,8.93,0.06,0.27,0.82,0.82,200.27,106.68,180.55,,0.99,80.84,81.84,4.71,98.78,0.78,0.07,7.54,2.53,32.61,0.03,3.18,,0.36,1.12,1.12,269.43,163.33,201.87,0.0,0.99,100.96,101.96,3.53,99.02,1.07,2.12,5.41,1.81,18.19,-34.23,103.54,,0.15,0.58,0.58,209.74,116.61,253.81,,1.33,-4.02,-3.02,-28.71,133.06,-21.99,-1.23,6.92,2.31,-38.88,16,1
106,1.53,-116.17,2.13,0.01,0.52,0.99,508.46,256.28,447.04,238.22,1.01,-77.11,-76.11,7.6,101.31,3.02,-0.17,10.85,8.48,55.45,-0.24,-6.02,,0.13,0.42,1.04,747.74,199.04,633.88,442.43,0.96,24.47,25.47,4.33,96.07,0.42,11.95,9.64,6.95,61.04,-14.52,141.96,,0.2,0.42,0.91,1001.82,241.71,975.13,529.27,1.1,-10.78,-9.78,-10.37,110.23,-12.8,,11.6,8.69,-45.5,16,1
107,19.29,152.82,15.32,0.03,1.2,1.21,289.2,195.08,206.26,2.2,0.87,6.92,7.92,30.12,87.38,24.36,2.46,2.78,8.6,-79.06,-8.14,-307.3,-23.71,0.01,1.08,1.09,1060.74,646.96,739.69,14.77,97.35,3676.97,37.77,4.23,97.35,-7.38,1.42,10.82,25.47,-230.34,-2.89,3130.47,,0.0,1.03,1.05,1333.34,768.94,925.26,22.64,100.09,-108503.77,-1084.04,6.25,100.09,-1.83,1.15,13.19,24.3,2445.6,16,1
