Seq_Number,ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT,TYPE,RUN
330,3.21,3.78,11.5,1.51,1.79,2.27,1308.88,44.78,160.13,78.27,0.15,0.18,1.18,49.06,15.12,45.77,1.55,0.0,164.44,4825.21,1.61,1.97,6.82,1.53,1.91,2.46,1542.38,66.08,174.91,98.17,0.18,0.23,1.23,48.16,18.43,21.46,1.55,0.0,197.24,5078.13,1.56,1.87,5.97,1.23,1.45,1.97,1395.1,42.05,194.0,101.98,0.17,0.2,1.2,51.8,16.73,42.99,1.48,0.0,137.14,614.25,0,TRAIN,8.0
331,-0.94,-1.84,-1.83,0.96,3.29,3.29,712.09,224.84,176.83,0.0,0.49,0.96,1.96,32.53,49.02,11.86,4.44,0.0,65.29,107.1,5.21,8.75,9.19,0.58,2.99,2.99,642.32,200.1,158.48,0.0,0.41,0.68,1.68,31.26,40.54,22.06,2.92,0.0,45.98,82.78,0.26,0.38,0.5,1.27,4.6,4.6,689.38,167.8,109.04,0.0,0.31,0.45,1.45,31.4,31.13,10.37,3.14,0.0,43.21,73.05,0,TRAIN,8.0
332,-0.95,-1.9,-2.05,0.18,0.2,0.63,786.38,5.14,136.31,160.96,0.5,1.0,2.0,41.17,50.07,51.06,0.75,29.64,90.74,-582.4,0.26,0.71,0.94,0.47,0.52,0.81,1320.27,43.01,100.25,238.51,0.64,1.75,2.75,53.22,63.63,8.91,0.74,56.15,192.1,1297.04,-7.97,-24.77,-35.05,0.61,0.66,0.92,1601.25,52.71,69.4,279.79,0.68,2.11,3.11,49.15,67.83,15.48,0.85,63.66,251.25,8080.49,0,TRAIN,8.0
333,0.28,1.55,0.66,0.19,0.2,1.28,865.9,7.39,564.74,615.22,0.82,4.58,5.58,67.41,82.07,4.54,1.14,0.0,159.25,683.61,0.21,0.99,0.33,0.01,0.07,1.32,577.03,21.4,361.05,456.02,0.79,3.78,4.78,62.19,79.06,2.2,1.26,0.0,98.25,2484.17,-35.74,298.7,-70.71,0.02,0.51,3.84,720.13,78.58,159.71,532.03,1.12,-9.36,-8.36,5.37,111.97,-29.97,-0.87,0.0,81.33,-86.61,0,TRAIN,8.0
334,5.38,45.77,32.26,8.96,9.13,9.13,2188.62,6.26,36.77,0.0,0.88,7.51,8.51,5.38,88.24,11.32,1.16,68.87,0.0,0.0,3.07,29.09,20.19,1.53,1.6,1.6,2391.8,10.8,163.77,0.0,0.89,8.47,9.47,3.07,89.44,9.18,1.05,71.07,0.0,0.0,4.08,33.09,22.76,3.99,4.33,4.33,2030.04,12.01,35.57,,0.88,7.11,8.11,4.08,87.67,11.11,1.06,71.88,0.0,0.0,0,TRAIN,8.0
335,9.82,25.87,6.28,0.3,1.32,1.32,233.27,106.98,104.82,,0.51,1.34,2.63,15.14,62.02,29.56,1.51,5.3,3.39,22.68,6.68,21.39,5.25,-0.09,1.54,1.54,286.13,174.03,107.19,0.28,0.45,1.46,3.2,9.32,68.75,23.49,2.18,7.59,2.07,17.44,1.2,3.35,1.14,0.08,1.5,1.5,345.25,197.07,139.43,,0.64,1.79,2.79,5.33,64.11,6.62,1.96,23.22,3.04,25.93,0,TRAIN,8.0
336,6.79,63.96,4.81,0.34,0.49,0.53,258.88,32.69,228.24,10.52,0.89,8.43,9.43,8.72,89.39,13.36,0.2,0.0,1.37,12.38,2.54,13.67,1.01,0.17,0.79,0.93,145.35,72.23,116.97,16.32,0.81,4.39,5.39,18.58,81.43,16.38,0.76,0.0,6.41,52.54,1.83,16.81,,0.11,0.35,0.46,534.69,114.07,449.68,53.29,0.89,8.21,9.21,3.76,89.14,7.94,0.19,4.07,2.09,14.05,0,TRAIN,8.0
337,-25.47,113.45,-64.49,0.01,0.48,0.48,924.11,136.04,288.05,,1.22,-5.45,-4.45,-25.47,122.45,2.18,0.81,0.0,0.0,0.0,25.35,-35.78,18.54,0.05,0.07,0.07,266.16,10.66,448.41,,1.71,-2.41,-1.41,25.35,170.86,175.3,-0.81,0.0,0.0,0.0,13.05,1107.95,51.39,0.05,0.31,0.31,1433.07,133.77,507.47,,0.99,83.87,84.87,13.05,98.82,17.74,0.67,0.0,0.0,0.0,0,TRAIN,8.0
338,0.52,-0.53,0.12,0.07,0.41,0.5,84.71,-1.64,165.6,16.33,1.98,-2.02,-1.02,28.71,198.36,0.26,,0.0,6.54,94.03,0.45,-6.01,0.06,0.08,0.78,0.92,51.14,34.6,49.8,7.3,1.07,-14.4,-13.4,21.43,107.46,2.86,0.17,0.0,2.95,79.01,12.18,187.38,6.38,0.2,0.66,1.05,190.74,78.15,170.76,66.79,0.93,14.38,15.38,31.12,93.5,15.59,2.05,0.0,9.92,54.99,0,TRAIN,8.0
339,16.03,29.85,13.16,1.05,2.01,2.01,299.7,102.2,106.39,0.13,0.46,0.86,1.86,22.0,46.3,54.81,2.34,0.0,4.9,16.11,8.76,16.05,11.02,1.05,2.02,2.02,458.2,163.8,165.06,0.19,0.45,0.83,1.83,15.43,45.46,29.38,2.59,0.95,8.41,25.89,6.09,11.3,,0.97,2.11,2.11,418.88,168.75,135.96,0.12,46.1,85.55,1.86,10.66,46.1,24.21,2.62,2.93,3.88,16.76,0,TRAIN,8.0
340,-916.73,-3049.13,-50.28,1.99,1.99,1.99,20.02,,9.94,,0.7,2.33,3.33,-916.73,69.93,-1310.84,,0.0,0.0,0.0,3.63,95.77,2.27,0.16,1.02,1.02,227.56,187.98,216.54,,0.96,25.41,26.41,3.63,96.21,3.77,2.72,0.0,0.0,0.0,5.99,24.8,3.22,0.02,1.31,1.31,195.67,152.9,146.81,,0.76,3.14,4.14,7.02,75.86,7.89,83.41,0.0,0.56,11.81,0,TRAIN,8.0
341,-3.75,-4.86,-0.98,6.94,6.94,6.94,95.14,0.0,13.51,0.0,0.23,0.29,1.29,126.43,22.71,-16.53,,0.0,33.93,91.47,5.52,7.06,1.75,7.35,7.35,7.35,115.45,0.0,15.54,0.0,0.22,0.28,1.28,115.91,21.9,25.19,,0.0,35.01,81.05,13.82,18.25,4.49,6.47,6.47,6.47,118.26,,18.07,,24.3,32.1,1.32,110.29,24.3,56.86,,0.0,31.34,81.0,0,TRAIN,8.0
342,4.55,8.91,3.75,0.3,3.2,3.33,300.46,211.47,79.91,11.14,0.49,0.96,1.96,21.16,48.89,12.66,5.86,0.0,13.67,62.39,2.31,5.92,2.8,0.02,1.91,1.92,441.26,384.22,102.17,3.03,0.61,1.56,2.56,10.79,60.97,5.44,7.05,25.4,10.28,53.58,1.07,2.55,1.67,0.01,1.95,2.0,566.72,516.81,122.42,15.31,0.58,1.37,2.37,8.84,57.85,3.19,12.14,26.12,8.72,52.29,0,TRAIN,8.0
343,-32.87,-260.6,-110.74,0.11,0.14,0.36,1229.57,27.22,1019.31,223.54,0.84,6.67,7.93,-24.58,87.39,-11.03,0.18,0.0,27.94,-127.87,-22.61,423.08,-46.01,0.1,0.2,0.34,740.87,71.08,741.54,106.0,1.01,-18.94,-18.71,-10.07,105.34,7.28,-0.08,0.0,25.52,178.0,10.9,245.29,15.88,0.23,0.27,0.39,530.03,15.1,474.55,58.3,0.91,20.44,22.5,21.36,90.83,28.29,0.07,0.0,11.19,38.8,0,TRAIN,8.0
344,5.88,13.66,8.2,3.44,9.76,12.51,508.78,88.72,14.05,39.12,0.57,1.32,2.32,12.31,56.93,18.49,1.5,10.42,8.96,85.49,3.86,10.93,9.33,0.07,0.73,1.17,879.03,188.17,158.61,123.34,0.62,1.76,2.83,10.61,64.66,16.43,1.04,28.65,16.28,58.41,4.68,11.65,7.14,0.04,0.76,1.17,555.11,88.22,54.48,50.53,0.51,1.27,2.49,14.05,51.09,27.23,0.94,18.99,10.3,42.88,0,TRAIN,8.0
345,32.59,92.13,52.18,1.76,4.12,4.14,584.39,152.69,64.86,1.9,0.65,1.83,2.83,32.59,64.63,87.19,1.4,10.44,0.0,0.0,2.12,8.18,9.16,0.17,0.84,1.06,1569.88,315.1,341.36,108.22,0.74,2.85,3.85,2.12,74.06,10.1,0.84,8.44,0.0,0.0,-14.99,-76.08,-36.1,0.05,0.49,0.59,876.75,291.66,496.09,65.19,0.8,4.08,5.08,-14.99,80.3,28.88,0.36,18.79,0.0,0.0,0,TRAIN,8.0
346,-0.87,-4.62,-0.42,0.01,0.01,0.01,166.15,,95.56,,0.81,4.34,5.34,24.79,81.28,13.45,0.47,0.0,12.54,52.72,-128.51,125.66,-235.21,0.05,0.07,0.07,666.19,30.18,1566.42,,2.02,-1.98,-0.98,-115.72,202.27,-36.33,-1.67,0.0,23.42,-29.37,-26.24,41.84,-40.04,0.06,0.24,0.24,555.46,,572.64,,1.63,-2.59,-1.59,-25.39,162.71,-0.05,-0.06,0.0,0.96,4.92,0,TRAIN,8.0
347,0.12,0.62,0.48,0.16,0.29,0.97,1468.53,37.61,301.79,209.38,0.81,4.17,5.17,3.41,80.67,14.24,0.99,59.48,13.23,-25.97,-0.9,-5.52,-3.27,0.05,0.1,0.47,1316.64,28.02,542.59,207.05,0.84,5.11,6.11,3.6,83.62,6.9,0.73,41.59,16.3,-13.67,0.56,3.24,2.11,0.11,0.13,0.27,1374.84,14.47,488.96,160.17,0.83,4.79,5.79,4.72,82.74,8.51,0.22,46.51,15.72,-19.2,0,TRAIN,8.0
348,-0.57,-10.8,-0.23,0.53,1.12,1.12,147.08,73.43,124.33,,0.93,17.76,19.03,40.26,94.74,6.27,2.91,0.0,16.45,80.72,0.85,7.07,,0.48,1.26,1.26,149.5,90.44,103.66,,86.34,715.37,8.29,50.63,86.34,3.12,,8.52,14.94,64.27,2.59,21.22,,0.64,1.22,1.22,123.7,0.41,93.36,,87.53,717.49,8.2,42.6,87.53,2.96,,4.52,9.94,65.61,0,TRAIN,8.0
349,-4.0,-5.72,-58.35,0.0,0.39,0.55,5324.63,179.42,460.33,73.99,0.18,0.26,1.43,2.32,30.06,6.53,0.81,0.0,92.22,382.4,4.21,5.69,30.44,0.0,0.95,1.22,2633.56,260.41,275.15,76.17,0.16,0.22,1.35,6.09,26.13,60.9,0.88,0.0,13.61,19.75,0.76,1.8,9.32,0.0,2.31,2.6,4447.72,1641.2,694.16,205.84,0.58,1.36,2.36,4.08,57.62,6.9,1.35,1.07,40.52,50.39,0,TRAIN,8.0
350,20.5,32.29,7.2,0.03,0.73,1.0,101.47,28.86,41.08,11.3,0.37,0.58,1.58,77.03,36.51,83.64,0.95,0.0,19.85,58.71,-17.36,-27.52,-6.79,0.52,0.71,1.01,142.26,9.69,51.78,16.0,0.37,0.58,1.58,11.86,36.91,14.06,1.01,0.0,11.42,79.24,27.48,48.04,6.77,1.57,1.89,1.89,89.62,12.19,37.86,,0.43,0.75,1.75,53.5,42.8,104.09,3.0,0.0,6.41,32.05,0,TRAIN,8.0
351,-1.52,-2.4,-5.05,0.0,0.15,1.09,1210.75,39.57,81.1,254.97,0.28,0.44,1.58,15.79,36.7,39.76,0.91,15.59,57.41,254.97,-3.71,-6.13,-12.85,0.07,0.52,3.28,1262.7,44.82,99.73,278.7,0.32,0.53,1.65,13.99,39.51,13.21,1.15,17.2,61.38,385.44,-3.42,-5.77,-11.02,0.01,0.25,2.45,1171.67,28.65,121.78,268.13,0.33,0.56,1.69,16.48,33.38,13.18,1.11,15.71,46.18,363.13,0,TRAIN,8.0
352,1.02,1.38,1.91,1.57,2.74,3.89,684.27,77.32,52.32,77.4,0.14,0.18,1.36,15.8,26.4,63.55,1.26,3.49,27.72,114.0,-5.15,-7.34,-10.26,1.13,2.16,4.03,724.82,63.07,53.17,114.7,0.18,0.26,1.42,10.11,17.94,22.73,1.2,4.02,22.5,146.44,2.41,3.38,3.88,0.3,1.83,3.31,586.58,97.32,42.48,94.98,0.18,0.25,1.4,18.77,17.94,66.97,1.22,6.05,19.54,67.35,0,TRAIN,8.0
353,17.1,39.49,9.87,0.29,1.26,1.76,210.74,78.68,83.73,42.39,0.57,1.31,2.31,30.95,56.7,34.51,1.54,0.0,8.0,36.21,3.74,6.95,6.01,0.9,1.34,2.32,585.64,55.87,77.88,143.12,0.46,0.86,1.86,16.36,46.29,17.59,1.77,11.23,20.31,59.76,0.16,0.26,0.33,0.07,0.67,0.78,754.79,65.71,61.97,13.75,39.05,64.23,1.64,12.4,39.05,5.38,0.95,9.02,18.34,62.47,0,TRAIN,8.0
354,43.99,80.01,17.94,0.47,1.65,1.65,66.89,6.81,66.1,,0.45,0.82,1.82,49.9,45.02,99.14,2.14,0.0,2.41,9.69,5.21,51.68,10.28,0.18,1.07,1.07,718.4,80.26,89.48,,0.9,8.92,9.92,5.78,89.92,6.71,1.01,51.87,1.12,5.88,5.42,43.22,9.02,0.32,0.99,0.99,604.95,116.23,173.65,,0.87,6.97,7.97,5.8,87.45,8.95,0.99,41.37,0.51,2.1,0,TRAIN,8.0
355,0.6,0.79,1.1,1.79,2.18,2.18,668.06,28.37,71.84,,0.25,0.33,1.33,17.73,24.63,2.43,1.17,0.0,31.36,81.21,-4.36,-6.01,-15.21,1.53,1.53,1.53,1269.7,,213.23,,0.28,0.38,1.38,2.01,27.52,-15.84,1.12,0.0,22.23,149.44,0.89,1.25,,0.6,1.06,1.06,937.51,122.27,265.19,,0.29,0.41,1.41,11.55,29.16,3.04,1.03,0.0,20.23,64.11,0,TRAIN,8.0
356,0.98,2.29,0.72,0.15,1.49,1.57,269.79,143.46,123.17,10.73,0.57,1.34,2.34,21.35,57.22,6.65,1.98,1.61,15.06,70.28,-3.26,-8.24,-5.28,0.49,1.4,1.48,588.92,229.51,303.65,23.8,0.6,1.53,2.53,12.71,60.42,-1.37,2.04,0.0,25.85,105.41,0.71,1.34,0.62,0.18,1.68,1.78,317.97,159.21,111.72,11.78,0.47,0.9,1.9,25.19,47.25,7.37,1.86,3.39,14.62,54.66,0,TRAIN,8.0
357,0.03,0.06,0.02,0.01,0.23,1.65,300.46,34.55,122.64,222.14,0.54,1.17,2.17,16.0,54.0,11.5,3.43,12.15,13.15,66.13,0.31,0.83,0.25,0.29,0.62,1.81,298.7,43.49,119.85,160.65,0.63,1.69,2.69,14.71,62.8,6.82,2.95,21.94,11.82,71.21,-4.91,-14.12,-3.46,0.75,0.96,1.61,256.41,27.06,126.73,81.9,0.65,1.87,2.87,12.46,65.19,0.58,2.54,14.77,12.24,87.51,0,TRAIN,8.0
358,1.92,2.61,3.34,0.09,2.11,2.22,635.26,223.48,110.07,14.62,0.26,0.36,1.36,17.56,26.54,11.95,1.44,3.83,27.23,80.33,-10.74,-13.52,-22.9,0.16,3.64,3.73,775.99,192.76,85.02,11.51,0.2,0.26,1.26,8.21,20.52,-46.43,2.04,4.98,40.41,282.71,-250.39,-1743.23,-330.34,0.01,1.03,1.07,480.24,256.61,249.14,12.67,85.57,595.72,6.96,-195.16,85.57,-288.56,0.95,21.29,51.44,266.9,0,TRAIN,8.0
359,0.04,0.05,0.23,0.04,1.35,2.48,2217.21,118.22,197.74,226.66,0.14,0.18,1.23,10.47,18.75,58.29,1.11,0.0,63.35,90.38,0.08,0.1,0.52,0.02,1.56,2.74,2318.66,152.5,195.74,235.16,0.14,0.17,1.22,7.12,17.78,51.53,1.14,0.0,44.85,118.87,0.08,0.09,0.53,0.09,1.57,3.12,2545.06,140.18,186.76,290.93,0.08,0.09,1.14,5.73,8.28,83.33,1.15,0.0,27.69,122.09,0,TRAIN,8.0
360,0.22,59.95,1.06,3.5,10.58,10.58,1751.63,40.23,5.68,,1.0,270.87,271.87,0.22,99.63,9.54,1.03,1.28,0.0,0.0,0.09,17.63,0.43,11.0,19.95,19.95,1836.1,41.72,4.66,,1.0,205.17,206.17,0.09,99.51,10.45,1.05,0.95,0.0,0.0,0.45,45.92,2.05,3.44,12.5,12.51,1669.81,103.67,11.44,0.19,0.99,101.87,102.87,0.45,99.03,11.75,1.08,0.53,0.0,0.0,0,TRAIN,8.0
361,-14.97,-43.67,-18.73,0.14,0.92,1.13,456.5,231.06,284.58,61.77,0.66,1.92,2.92,-0.39,65.72,-19.33,11.05,2.49,18.23,412.15,5.51,14.27,3.04,0.61,1.17,1.25,200.84,63.13,107.45,9.32,0.61,1.59,2.59,25.84,61.4,11.99,33.81,3.33,11.22,69.81,4.24,10.15,1.87,0.4,1.45,1.51,160.83,94.09,89.76,5.12,0.58,1.39,2.39,26.18,58.23,11.46,7.21,0.0,9.69,72.76,0,TRAIN,8.0
362,-119.14,125.98,-64.09,0.05,0.12,0.12,196.36,23.77,364.24,0.96,1.95,-2.06,-1.06,32.98,194.57,-41.68,-1.2,0.0,81.84,950.77,1.22,19.75,1.53,0.47,0.62,0.93,456.33,61.56,411.0,130.34,0.94,15.18,16.18,56.6,93.82,17.12,0.47,0.0,69.43,129.87,-12.35,124.96,-45.85,0.03,0.1,0.33,1350.88,91.04,1338.46,305.13,1.1,-11.11,-10.11,8.2,109.89,-4.98,-0.02,0.0,76.29,738.54,0,TRAIN,8.0
363,-2.73,-11.6,-3.42,0.3,0.54,0.54,457.16,72.5,40.01,,0.67,2.84,4.25,7.45,76.46,30.88,0.38,57.9,12.75,26.04,11.9,29.64,11.32,0.8,0.88,0.88,346.53,15.51,103.17,,0.6,1.49,2.49,21.15,59.87,66.65,0.86,29.76,8.81,16.33,-40.23,-135.24,-30.12,0.81,0.84,0.84,272.56,7.31,189.37,,0.7,2.36,3.36,-30.27,70.25,29.6,0.73,0.0,7.46,17.68,0,TRAIN,8.0
364,17.47,38.2,13.33,0.1,1.84,1.84,278.57,231.46,133.34,0.29,0.54,1.19,2.19,31.18,54.27,33.82,4.91,0.0,10.46,38.37,6.61,12.28,6.7,0.53,1.84,1.84,368.75,212.02,162.95,0.86,0.46,0.86,1.86,20.49,46.17,16.25,3.23,0.0,14.06,52.92,9.86,15.37,6.41,0.19,2.43,2.43,236.54,72.68,80.49,0.47,0.36,0.56,1.56,35.46,35.88,30.07,4.27,0.0,14.19,42.9,0,TRAIN,8.0
365,9.08,12.43,21.35,0.09,3.65,8.3,858.46,162.15,44.39,214.54,0.27,0.37,1.37,13.48,26.98,59.35,1.71,21.36,10.35,61.82,2.11,2.92,5.53,0.06,6.26,10.69,951.96,232.9,36.87,168.9,0.28,0.38,1.38,5.26,27.56,36.2,1.68,23.27,8.22,1221.0,3.14,4.94,9.58,0.02,6.42,10.34,1110.06,292.63,43.34,175.98,0.33,0.52,1.57,5.69,32.99,26.69,1.61,29.0,5.68,48.87,0,TRAIN,8.0
366,5.62,20.87,10.32,0.0,0.27,0.65,670.05,132.29,186.6,184.87,0.73,2.71,3.71,19.83,73.07,21.86,0.52,45.25,26.09,2779.9,1.93,6.73,2.79,0.0,0.15,0.73,525.42,53.19,205.43,204.33,0.71,2.48,3.48,15.13,71.27,17.37,0.67,33.39,19.05,115.87,4.19,16.53,6.77,0.0,0.39,0.79,589.03,169.26,247.26,176.57,0.75,2.95,3.95,14.19,74.67,15.29,0.65,32.55,11.46,70.7,0,TRAIN,8.0
367,4.02,4.14,4.26,35.45,36.11,36.11,386.44,6.97,10.54,0.0,0.03,0.03,1.03,4.02,2.77,145.36,,0.0,0.0,0.0,-3.73,-4.25,-17.47,7.0,8.29,8.29,1702.55,261.84,203.04,,0.12,0.14,1.14,-3.73,12.06,-30.97,,0.0,0.0,0.0,-14.37,-16.99,-19.55,5.48,6.49,6.49,495.1,76.18,75.39,,0.15,0.18,1.18,-14.37,15.4,-93.33,,0.0,0.0,0.0,0,TRAIN,8.0
368,12.64,27.25,6.9,1.93,1.93,1.93,199.15,,101.68,,0.54,1.16,2.16,17.5,53.62,23.57,,0.0,2.66,21.94,5.89,9.43,4.14,2.83,2.83,2.83,255.7,,88.15,,0.38,0.6,1.6,12.4,37.57,15.67,,0.0,4.58,41.76,9.47,13.76,3.93,3.21,3.5,3.5,151.02,12.2,42.68,,0.31,0.45,1.45,16.35,31.16,30.4,,0.0,2.85,30.33,0,TRAIN,8.0
369,2.82,4.51,1.07,0.49,2.64,2.64,81.67,110.68,51.61,,0.38,0.6,1.6,2.82,37.57,7.5,,0.0,0.0,0.0,-7.0,-29.73,-11.75,0.06,0.18,0.18,610.62,55.39,461.62,,0.76,3.24,4.24,-7.0,76.44,-9.16,0.27,0.0,0.0,0.0,5.73,29.05,,0.59,0.7,0.7,302.67,28.02,240.29,,0.8,4.07,5.07,5.73,80.27,24.35,0.45,0.0,0.0,0.0,0,TRAIN,8.0
370,1.2,1.49,1.87,1.72,2.81,5.15,565.45,62.56,44.53,136.0,0.18,0.23,1.24,17.42,19.03,54.56,1.94,5.7,25.12,84.69,3.48,5.05,6.68,1.21,1.94,4.1,698.49,60.51,51.16,181.73,0.31,0.45,1.45,18.13,31.1,45.37,1.74,19.88,28.11,59.98,-2.33,-3.2,-4.25,0.77,1.84,5.06,663.17,62.35,31.27,186.18,0.27,0.37,1.37,15.21,26.79,28.18,1.64,17.58,22.76,65.64,0,TRAIN,8.0
371,-4.34,-7.24,-46.38,0.01,0.06,1.07,3900.23,30.25,520.72,552.5,0.39,0.66,1.67,2.89,40.07,-0.38,1.0,8.01,77.27,-116.35,-2.62,-4.53,-25.11,0.01,0.13,0.91,3483.14,66.81,561.86,443.53,0.42,0.72,1.72,4.13,42.01,2.66,0.97,7.62,64.62,-128.75,0.27,0.4,2.14,0.0,0.05,0.69,2848.76,27.36,402.8,422.71,0.31,0.45,1.45,9.07,31.04,22.67,0.87,12.58,49.93,1489.38,0,TRAIN,8.0
372,0.13,0.28,0.31,0.0,0.3,1.09,879.0,66.15,129.33,177.99,0.42,0.94,2.23,14.13,55.12,20.36,0.84,21.45,33.72,99.36,-0.14,-0.32,-0.28,0.0,0.27,0.97,736.93,56.99,136.13,156.31,0.45,1.02,2.27,13.71,55.89,18.76,0.82,17.82,28.03,83.7,0.33,0.72,0.68,0.01,0.25,1.07,742.08,50.91,114.72,169.15,42.24,91.09,2.16,15.07,42.24,21.23,0.84,16.16,20.25,55.46,0,TRAIN,8.0
373,1.59,4.16,1.95,0.01,0.65,0.78,447.63,157.63,175.56,31.14,0.62,1.62,2.62,10.67,61.82,11.8,0.73,15.6,11.14,157.86,2.34,7.52,3.12,0.07,0.47,0.88,486.17,115.59,175.72,120.82,0.69,2.22,3.22,11.18,68.93,11.56,0.68,23.96,11.82,47.05,5.19,16.09,5.05,0.09,0.7,1.16,353.64,101.95,139.91,75.23,67.73,209.86,3.1,13.92,67.73,14.1,1.0,18.2,5.87,25.46,0,TRAIN,8.0
374,27.39,29.27,79.03,15.55,15.55,15.55,744.53,,66.83,,0.06,0.07,1.07,27.39,6.43,425.72,,0.0,0.0,0.0,6.68,27.18,7.95,1.33,1.33,1.33,433.31,,323.23,,0.75,3.07,4.07,6.68,75.43,8.85,,0.0,0.0,0.0,6.44,10.29,13.14,2.67,2.67,2.67,742.64,,275.09,,0.37,0.6,1.6,6.44,37.45,17.19,,0.0,0.0,0.0,0,TRAIN,8.0
375,0.56,2.56,0.11,0.21,0.85,1.28,70.77,34.55,54.45,23.97,0.78,3.55,4.55,133.45,78.04,0.72,,0.0,25.77,99.24,10.86,36.55,2.02,0.6,1.29,1.42,67.8,32.67,47.13,6.23,0.7,2.37,3.37,131.47,70.29,15.45,,0.0,22.46,122.96,18.45,86.44,,1.02,1.42,1.42,47.08,13.15,32.78,,0.71,3.31,4.69,43.81,70.68,26.1,,0.0,2.37,39.86,0,TRAIN,8.0
376,1.74,12.41,94.83,0.17,0.45,0.45,19945.97,832.56,16909.17,,0.86,6.15,7.15,1.74,86.01,2.02,0.23,0.0,0.0,0.0,64.2,94.09,12158.44,2.2,2.47,2.47,68939.23,2403.3,21643.2,,0.32,0.47,1.47,64.2,31.77,202.04,3.18,0.0,0.0,0.0,-0.43,-0.79,-107.23,1.28,1.56,2.28,91646.64,3999.16,23563.59,16996.57,0.46,0.86,1.86,-0.43,46.26,-0.92,1.32,0.0,0.0,0.0,0,TRAIN,8.0
377,3.24,4.05,3.91,0.8,2.03,5.93,440.69,51.73,42.05,166.14,0.18,0.22,1.25,20.91,20.01,69.65,2.08,0.0,21.33,88.34,3.95,4.83,4.68,0.89,1.61,5.92,431.15,27.31,37.75,164.79,0.16,0.2,1.22,22.4,18.2,74.35,1.91,0.0,21.85,87.86,4.76,5.77,5.66,0.82,2.07,6.13,433.33,49.5,39.53,160.6,0.16,0.2,1.21,25.49,16.28,82.03,2.06,0.0,17.28,63.03,0,TRAIN,8.0
378,1.15,2.0,1.72,0.02,1.82,1.88,546.55,342.29,202.25,13.12,0.42,0.74,1.74,11.63,42.49,9.09,2.69,4.16,15.69,76.92,6.17,8.29,,0.14,3.86,3.89,551.43,453.26,136.02,3.91,0.26,0.34,1.34,26.25,25.54,35.5,25.14,0.0,21.74,118.64,2.62,3.16,,0.83,6.14,6.14,1781.35,856.95,244.24,0.0,0.17,0.2,1.2,3.11,16.91,17.35,5.78,0.0,0.0,0.0,0,TRAIN,8.0
379,-0.59,-2.04,-0.29,0.25,1.28,1.41,180.38,117.86,114.4,15.41,0.7,2.43,3.45,23.02,70.99,5.46,4.07,0.0,11.67,67.94,-18.84,-83.9,-15.76,-0.02,1.09,1.3,304.45,238.65,215.69,47.35,0.77,3.42,4.45,3.5,77.54,-15.97,4.85,0.0,18.69,183.03,0.94,7.6,,0.26,1.01,1.12,228.9,148.23,197.27,21.82,0.87,7.1,8.13,8.12,87.3,3.67,6.61,0.0,3.33,31.41,0,TRAIN,8.0
380,-2.24,-3.07,-6.83,5.28,6.49,14.17,1110.52,32.18,34.7,270.27,0.06,0.09,1.37,19.54,26.84,136.94,1.37,0.0,66.27,158.13,-4.26,-5.81,-11.3,4.8,6.67,11.94,965.99,65.42,39.47,210.76,0.07,0.1,1.36,19.88,26.73,70.88,1.49,0.0,64.06,222.18,-6.89,-9.45,-17.79,5.19,6.16,10.32,940.35,36.66,45.9,190.67,0.08,0.12,1.37,22.27,8.41,37.91,1.53,0.0,55.06,217.94,0,TRAIN,8.0
381,-1.39,-1.66,-8.91,0.08,0.75,1.83,2345.13,185.52,167.93,303.28,0.15,0.17,1.2,11.0,16.48,49.24,1.09,4.7,79.6,-908.22,2.31,3.24,15.74,0.03,0.57,1.34,2477.74,166.43,304.96,236.11,0.27,0.38,1.4,12.15,28.61,34.24,1.03,13.73,66.96,286.91,1.05,1.83,7.97,0.38,0.81,1.27,2755.28,139.36,201.04,193.79,0.28,0.49,1.74,9.38,28.36,25.58,0.87,18.7,44.5,171.77,0,TRAIN,8.0
382,0.69,1.46,0.67,0.01,0.72,1.27,354.85,66.88,28.59,51.86,0.37,0.77,2.11,24.37,52.52,50.1,0.87,25.42,23.01,67.95,-0.27,-0.51,-0.26,0.01,0.35,0.97,350.41,31.32,27.51,57.97,0.35,0.67,1.89,26.69,47.15,55.33,0.83,23.73,25.95,67.62,0.32,0.62,0.25,0.01,0.44,1.36,291.19,34.41,17.76,72.58,0.41,0.8,1.94,26.01,41.05,42.43,1.03,32.24,14.74,48.39,0,TRAIN,8.0
