Seq_Number,ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT,TYPE,RUN
53,2.22,2.67,14.78,8.05,8.19,8.33,2429.07,25.65,189.89,28.3,0.09,0.11,1.2,26.06,17.0,95.05,2.46,0.0,159.1,286.53,9.59,11.51,38.04,3.0,3.84,4.0,1444.25,107.49,128.24,20.3,0.1,0.12,1.2,30.58,10.33,142.49,1.31,0.0,59.35,122.83,9.69,11.1,57.98,1.15,5.23,5.38,2178.36,559.98,137.47,20.9,0.07,0.09,1.15,27.48,7.47,181.69,1.34,0.0,76.26,362.59,0,TRAIN,3.0
54,0.2,-0.72,2.86,0.0,0.02,1.04,5265.9,66.05,3359.86,3481.31,1.07,-3.91,-3.66,6.69,127.29,6.78,-0.8,0.0,93.92,-615.18,-11.44,-15.35,-11.11,2.16,2.88,3.42,353.54,64.69,89.04,48.05,25.46,34.16,1.34,-5.55,25.46,-20.17,5.79,0.0,4.37,-8.29,6.93,32.16,79.36,0.07,0.85,1.01,4166.66,2525.92,3232.46,498.47,78.45,363.95,4.64,8.27,78.45,16.69,1.02,0.0,11.3,-2.97,0,TRAIN,3.0
55,0.72,5.41,0.46,1.15,1.15,1.15,194.0,,201.15,0.18,0.87,6.52,7.52,0.72,86.7,0.83,,0.01,0.0,0.0,-61.59,-98.8,-16.83,1.34,2.55,2.66,99.47,44.91,36.58,3.9,0.38,0.6,1.6,-61.59,37.66,-163.57,,0.47,0.0,0.0,-5.31,-58.94,-6.82,0.09,0.2,0.98,466.85,44.24,420.09,331.24,0.91,10.09,11.09,-5.31,90.98,-2.45,0.87,0.0,0.0,0.0,0,TRAIN,3.0
56,0.31,0.83,0.25,0.29,0.62,1.81,298.7,43.49,119.85,160.65,0.63,1.69,2.69,14.71,62.8,6.82,2.95,21.94,11.82,71.21,-4.91,-14.12,-3.46,0.75,0.96,1.61,256.41,27.06,126.73,81.9,0.65,1.87,2.87,12.46,65.19,0.58,2.54,14.77,12.24,87.51,2.78,4.62,0.94,-0.86,1.21,3.16,123.22,54.3,26.23,51.18,0.4,0.67,1.67,38.18,39.95,13.72,2.44,18.12,11.98,80.8,0,TRAIN,3.0
57,6.15,44.5,5.91,-0.12,1.03,1.03,349.51,314.8,274.21,,0.86,6.24,7.24,6.15,86.18,12.16,1.13,0.0,0.0,0.0,5.8,44.38,3.81,0.06,1.07,1.07,239.04,190.5,188.85,,0.87,6.65,7.65,5.86,86.93,9.95,1.41,0.0,0.04,0.6,2.8,5.19,1.82,-0.24,1.63,1.63,236.92,150.16,80.31,,0.46,0.86,1.86,8.98,46.1,42.25,1.48,0.0,4.03,20.99,0,TRAIN,3.0
58,1.4,2.48,5.5,0.0,0.19,1.3,1434.99,29.07,93.85,307.27,0.3,0.53,1.78,14.94,43.8,39.79,0.88,15.83,53.4,136.45,0.77,1.26,2.41,0.01,0.24,1.56,1145.01,32.41,52.78,246.47,0.26,0.43,1.64,15.93,26.1,44.3,0.94,13.95,34.46,110.66,0.37,0.63,1.36,0.0,0.21,1.44,1322.56,40.11,66.97,306.08,0.29,0.5,1.69,15.44,29.43,34.06,0.95,15.63,38.41,99.58,0,TRAIN,3.0
59,0.55,8.61,0.08,0.23,0.81,0.81,52.47,28.39,48.51,,0.94,14.72,15.72,32.1,93.64,6.55,0.27,0.0,4.55,81.44,-13.46,-27.39,-4.75,0.45,1.21,1.21,128.3,48.65,64.12,,0.51,1.03,2.03,11.86,50.85,-26.48,1.27,0.0,8.92,167.07,3.71,11.1,1.19,0.81,1.35,1.35,116.52,40.91,76.52,,0.67,1.99,2.99,8.41,66.6,25.26,3.22,0.0,1.51,19.97,0,TRAIN,3.0
60,7.26,21.02,1.42,0.82,1.47,1.47,71.06,29.84,46.02,,0.65,1.9,2.9,35.26,65.48,11.78,8.88,0.0,5.47,48.89,16.27,38.29,2.61,0.73,1.71,1.71,58.33,32.47,33.17,,0.57,1.35,2.35,46.47,57.5,30.46,24.78,0.0,4.84,54.73,11.37,20.76,1.33,0.28,2.19,2.19,42.45,36.36,18.97,,0.45,0.83,1.83,73.66,45.24,26.99,60.51,0.0,7.26,77.84,0,TRAIN,3.0
61,1.81,14.65,1.24,0.69,0.86,0.88,249.43,27.95,137.2,4.22,0.88,7.08,8.08,16.84,87.63,29.06,0.8,31.0,10.3,33.16,4.55,29.14,2.39,0.09,0.44,0.46,191.05,50.17,123.98,2.38,0.84,5.4,6.4,19.02,84.38,33.21,0.36,17.94,7.59,40.57,1.85,14.39,1.4,0.3,0.62,0.66,275.73,65.61,188.27,7.02,0.87,6.78,7.78,12.3,87.15,25.85,0.48,5.74,7.92,28.95,0,TRAIN,3.0
62,2.75,16.85,4.5,0.0,0.18,0.71,595.66,34.54,87.45,107.13,0.56,3.45,6.13,11.78,83.68,21.67,0.52,18.48,14.77,59.28,2.33,12.56,3.59,0.0,0.13,0.72,562.19,25.1,81.17,115.69,0.56,3.01,5.4,13.07,55.72,24.63,0.52,20.72,12.06,42.79,1.14,6.15,1.91,0.01,0.28,0.73,609.83,65.35,110.4,106.92,0.56,3.03,5.39,10.74,56.17,24.3,0.48,22.9,11.7,46.58,0,TRAIN,3.0
63,-0.64,-0.72,-2.72,3.02,5.52,7.35,1542.3,293.8,117.61,218.48,0.1,0.12,1.12,2.29,10.38,43.89,2.13,0.0,12.42,46.47,-0.3,-0.32,-0.73,6.07,8.64,9.01,886.29,177.6,69.14,25.38,0.08,0.09,1.09,2.76,8.14,60.03,3.52,0.0,5.28,21.31,-2.01,-3.47,-11.86,0.27,0.55,0.59,2148.34,245.97,877.45,36.67,0.42,0.72,1.72,0.04,42.01,0.94,0.86,0.0,8.86,34.24,0,TRAIN,3.0
64,2.22,5.56,1.75,0.88,2.39,2.39,287.39,107.51,102.76,0.45,0.6,1.5,2.5,19.39,60.03,6.35,4.63,0.0,13.55,70.99,1.87,5.75,,0.31,1.78,1.79,273.08,157.76,132.93,1.62,0.67,2.07,3.07,16.34,67.38,4.76,4.28,0.0,7.92,55.77,11.25,47.14,,0.89,1.47,1.47,217.97,62.94,139.64,0.32,0.76,3.19,4.19,21.8,76.12,15.52,7.83,0.0,4.93,30.49,0,TRAIN,3.0
65,1.43,1.68,3.53,2.35,4.48,6.65,898.26,165.23,77.67,171.15,0.15,0.17,1.18,59.74,14.99,104.79,2.12,2.53,143.9,470.89,7.26,11.57,25.87,0.01,1.55,2.09,1296.73,582.07,155.25,203.23,0.35,0.56,1.59,46.49,35.45,49.41,1.69,18.75,97.65,216.26,0.27,0.35,0.56,0.58,1.5,2.72,766.83,113.56,122.8,150.1,0.23,0.31,1.31,59.02,23.49,63.54,1.46,3.82,86.55,204.25,0,TRAIN,3.0
66,9.29,13.76,11.27,0.35,2.79,2.82,441.9,244.39,107.11,2.53,0.31,0.46,1.48,28.35,32.52,53.4,2.27,0.0,23.14,50.51,2.55,3.11,,0.64,5.88,5.91,507.64,305.39,60.65,1.7,0.18,0.22,1.22,22.22,17.82,57.23,2.95,0.0,19.8,36.1,0.69,1.07,1.01,0.63,3.7,3.77,536.57,269.9,97.9,7.17,0.36,0.56,1.56,24.88,36.01,15.94,2.17,0.0,25.75,46.13,0,TRAIN,3.0
67,-22.11,-22.16,-56.23,409.8,409.8,409.8,228.93,,2.23,,0.0,0.0,1.0,-22.11,0.24,-9070.0,,0.0,0.0,0.0,9.14,10.14,7.5,9.93,9.98,10.11,298.7,1.4,29.22,3.8,0.1,0.11,1.11,9.14,9.89,92.4,,0.0,0.0,0.0,25.54,27.49,45.3,12.43,14.09,14.09,645.69,75.08,45.33,,0.07,0.08,1.08,25.54,7.1,359.79,,0.0,0.0,0.0,0,TRAIN,3.0
68,33.99,54.08,13.35,0.94,1.88,1.88,142.99,49.61,52.4,,0.37,0.59,1.59,53.35,37.14,108.73,2.18,0.0,7.6,26.92,26.15,28.73,17.14,6.05,8.61,8.61,238.57,53.57,20.87,,0.09,0.1,1.1,47.99,8.99,372.0,4.05,0.0,10.86,24.89,27.53,28.44,22.94,20.12,23.59,23.59,303.26,31.57,9.09,,0.03,0.03,1.03,44.15,3.2,888.1,3.45,0.0,10.5,21.42,0,TRAIN,3.0
69,7.34,28.28,10.33,0.02,0.6,0.98,512.0,206.22,301.74,141.6,0.73,2.8,3.85,22.71,74.04,18.51,0.91,11.97,21.61,90.09,10.64,20.48,9.22,0.13,0.26,1.22,315.48,17.0,71.0,129.51,0.46,0.89,1.92,34.98,46.38,43.52,1.13,20.37,14.91,54.68,7.19,14.16,7.18,0.14,0.68,1.4,363.47,89.16,100.08,116.99,0.48,0.94,1.97,27.31,47.95,37.98,1.45,17.49,14.34,50.87,0,TRAIN,3.0
70,2.89,3.45,4.88,3.0,3.64,8.5,614.13,19.47,30.44,149.95,0.13,0.16,1.19,22.89,16.13,105.88,1.59,0.0,33.73,88.26,5.1,6.04,8.13,3.58,3.94,8.16,580.67,11.71,32.58,137.61,0.13,0.16,1.18,26.01,13.46,113.8,1.7,0.0,23.16,64.77,6.08,7.14,10.73,2.08,5.68,11.85,642.42,87.27,24.22,149.47,0.12,0.14,1.17,26.19,11.6,130.89,1.67,0.0,24.9,70.3,0,TRAIN,3.0
71,-7.89,-13.41,-22.76,0.99,1.17,2.09,1050.27,60.67,345.41,323.98,0.41,0.7,1.7,26.18,41.2,23.5,2.17,0.0,98.28,1188.54,2.74,4.9,7.85,0.07,1.51,2.4,1042.17,486.01,336.5,298.24,0.44,0.79,1.79,36.53,44.06,31.3,2.88,0.0,69.23,908.18,4.37,7.0,14.1,1.33,1.66,2.79,1176.09,117.58,347.54,390.75,0.38,0.6,1.6,40.67,37.66,34.25,4.14,0.0,84.05,-36524.02,0,TRAIN,3.0
72,28.59,46.05,8.68,1.3,2.74,2.93,110.47,52.68,36.53,7.22,0.38,0.61,1.61,93.82,37.92,82.11,33.21,0.0,19.8,55.4,22.75,41.98,,1.2,2.44,2.51,136.53,58.05,46.98,3.41,0.46,0.85,1.85,84.34,45.82,54.6,5.58,0.0,16.42,43.82,9.88,15.63,,1.24,3.18,3.33,116.07,59.14,30.54,4.64,0.37,0.58,1.58,121.61,36.75,37.05,6.98,0.0,25.8,61.34,0,TRAIN,3.0
73,0.15,1.39,0.58,0.16,1.06,5.52,1372.08,184.78,212.84,961.67,0.89,7.98,8.98,2.22,88.86,2.25,9.22,0.0,7.8,33.58,0.16,1.35,0.36,0.09,2.04,11.06,820.46,125.26,23.14,601.8,88.13,742.11,8.42,2.9,88.13,2.54,10.06,5.37,6.17,48.34,0.5,4.53,1.02,0.62,2.01,9.01,740.61,98.88,40.37,499.58,88.97,806.81,9.07,2.9,88.97,3.4,7.31,4.22,4.88,25.81,0,TRAIN,3.0
74,-14.72,-62.61,-6.73,2.0,2.0,2.0,166.48,,37.9,,0.23,0.98,4.25,13.73,76.49,47.22,0.44,0.0,13.01,178.44,7.8,21.39,8.63,0.91,1.04,1.04,403.14,33.33,253.42,,0.64,1.74,2.74,35.95,63.56,61.31,1.07,0.0,31.18,66.96,11.1,48.1,15.26,0.69,1.43,1.43,500.28,143.07,194.53,,0.77,3.33,4.33,17.37,76.92,37.1,1.38,37.6,8.61,21.57,0,TRAIN,3.0
75,-16.06,290.62,-44.06,0.0,0.81,0.99,998.79,700.81,861.87,158.33,1.06,-19.1,-18.1,-4.51,105.53,-8.06,0.87,0.2,31.7,224.71,1.89,-686.89,0.86,0.08,0.63,0.89,165.21,90.36,163.18,41.98,1.0,-365.33,-364.33,8.08,100.27,3.16,-0.02,0.0,2.81,57.37,0.06,1123.33,0.04,0.51,0.86,0.96,273.73,96.54,270.47,25.28,1.0,18944.08,18945.08,1.97,99.99,0.06,0.0,0.01,1.44,146.9,0,TRAIN,3.0
76,31.8,2530.31,44.09,0.34,0.36,0.36,504.65,10.29,492.27,,0.99,78.57,79.57,44.99,98.74,45.95,0.03,0.0,18.28,21.63,19.92,93.88,31.01,0.77,0.86,0.86,566.71,43.51,440.61,,0.79,3.71,4.71,33.55,78.78,45.1,0.67,0.0,21.22,24.6,9.98,27.68,15.08,1.0,1.25,1.25,549.84,86.81,346.16,,0.64,1.77,2.77,26.8,63.93,45.63,1.8,0.0,25.41,28.83,0,TRAIN,3.0
77,-395.34,107.77,-96.53,0.0,0.08,0.08,88.88,31.18,401.38,0.04,4.67,-1.27,-0.27,-241.36,466.82,-75.83,-5.56,0.0,37.6,-83.47,32.97,-92.39,,0.29,0.61,0.61,113.72,44.73,139.93,0.36,1.36,-3.8,-2.8,60.93,135.59,26.87,-1.0,0.0,6.24,30.54,12.68,-29.48,2.09,0.31,0.52,0.52,59.9,14.66,55.69,0.18,1.43,-3.32,-2.33,75.46,142.84,15.98,-0.45,23.7,7.44,48.34,0,TRAIN,3.0
78,2.34,4.6,4.89,0.21,1.22,2.39,761.99,118.77,99.97,143.55,0.37,0.72,1.97,19.72,49.21,26.39,0.93,2.68,36.38,218.23,0.12,0.36,0.54,0.51,1.5,6.09,1590.02,90.16,107.98,497.94,0.57,1.68,2.92,11.49,57.44,11.66,0.91,0.04,35.07,87.87,-1.66,-6.55,-7.54,1.79,3.08,10.01,1657.49,31.64,60.04,416.33,0.54,2.13,3.95,10.72,53.88,16.12,0.61,10.9,40.46,65.79,0,TRAIN,3.0
79,11.37,93.93,6.04,0.09,1.11,1.13,193.38,169.39,165.68,2.58,0.88,7.26,8.26,13.57,87.9,13.09,6.12,0.0,1.17,12.55,1.57,27.54,0.61,0.01,0.37,0.4,141.78,47.39,132.1,3.27,0.94,16.54,17.54,5.53,94.3,6.36,0.09,0.09,1.12,23.94,2.08,37.2,0.98,0.33,0.79,0.8,170.49,32.86,72.2,0.76,0.94,16.84,17.84,6.62,94.4,12.38,0.87,0.0,1.55,15.33,0,TRAIN,3.0
80,16.73,30.73,5.02,2.2,2.39,2.39,109.15,6.17,32.04,,0.33,0.6,1.84,44.24,45.57,57.25,,0.0,8.25,64.73,15.95,26.27,,2.96,2.97,2.97,147.68,0.19,35.42,,0.27,0.45,1.65,33.7,27.2,63.74,,0.0,4.94,30.83,14.01,19.13,,15.76,16.13,16.13,152.29,2.36,6.31,,0.08,0.12,1.37,32.55,8.46,195.86,1615.65,0.0,5.29,31.41,0,TRAIN,3.0
81,9.51,29.65,6.05,0.08,1.13,1.13,231.49,163.19,155.07,,0.68,2.12,3.12,13.26,67.91,22.31,1.38,0.0,2.38,15.9,1.14,3.97,,0.13,1.0,1.0,119.69,71.39,82.34,0.3,71.31,248.55,3.49,30.7,71.31,12.58,0.96,0.0,6.95,52.88,0.65,4.81,0.31,0.46,0.76,0.76,173.64,44.01,147.02,0.2,86.41,635.65,7.36,15.56,86.41,6.25,0.39,0.0,5.06,48.92,0,TRAIN,3.0
82,0.75,1.74,1.15,0.61,1.76,1.76,558.54,360.0,313.75,,0.57,1.31,2.31,0.75,56.8,1.32,,0.0,0.0,0.0,10.81,81.05,3.01,0.1,1.11,1.15,101.45,87.98,86.93,3.54,0.87,6.5,7.5,76.48,86.64,12.48,,0.0,12.7,55.91,3.51,27.95,1.04,0.73,1.11,1.14,107.76,36.13,24.21,2.58,0.87,6.96,7.96,75.32,87.41,4.02,,64.69,14.95,62.56,0,TRAIN,3.0
83,-25.77,21.96,-6.06,0.12,0.6,0.6,85.59,37.44,78.09,,2.17,-1.85,-0.85,-25.77,217.35,-6.4,-1.39,8.58,0.0,0.0,-15.93,-37.02,-5.78,0.04,0.73,0.73,132.18,51.21,74.11,,0.57,1.32,2.32,-15.93,56.98,0.15,0.74,0.08,0.0,0.0,-5.19,-26.84,,0.34,0.56,0.56,200.82,35.46,159.97,,0.81,4.17,5.17,-5.19,80.66,14.4,0.36,0.0,0.0,0.0,0,TRAIN,3.0
84,-23.58,-19.16,-7.07,-4.34,-4.34,-4.34,109.12,,-24.88,,-0.23,-0.19,0.81,-23.58,-23.05,102.27,,0.0,0.0,0.0,-4.2,-4.8,-1.12,2.12,7.97,7.97,97.2,1.52,12.06,,0.13,0.14,1.14,-4.2,12.54,-33.5,,0.0,0.0,0.0,3.91,4.33,1.01,2.99,10.29,10.29,93.81,,9.01,,0.1,0.11,1.11,3.91,9.71,40.21,,0.0,0.0,0.0,0,TRAIN,3.0
85,-3.23,-3.68,-8.81,5.71,7.4,14.42,991.53,35.12,20.79,147.97,0.1,0.11,1.14,15.5,12.11,67.94,1.36,0.0,51.02,164.89,1.87,2.2,4.92,4.2,8.77,15.8,957.29,90.39,19.74,138.69,0.09,0.1,1.17,20.12,8.78,128.96,1.36,0.0,33.08,81.99,-1.66,-1.94,-5.09,9.04,10.43,16.77,1115.46,33.83,24.42,154.74,0.09,0.1,1.17,15.6,8.76,90.69,1.46,0.0,37.94,144.37,0,TRAIN,3.0
86,-3.84,80.27,-10.38,0.31,0.32,0.81,984.77,14.18,1019.44,500.15,1.05,-21.91,-20.92,1.1,104.78,-2.1,-0.31,0.0,13.35,148.89,8.26,448.46,,0.12,0.78,0.83,189.91,120.18,184.06,9.65,0.98,53.26,54.3,16.43,98.09,10.55,0.1,0.0,3.22,25.58,6.84,76.68,6.78,0.16,0.53,0.9,360.54,119.88,323.58,118.31,0.91,10.19,11.21,19.86,90.91,10.12,0.49,0.0,9.7,36.27,0,TRAIN,3.0
87,-3.77,-7.92,-8.44,2.36,2.38,3.41,814.84,3.62,164.34,171.4,0.52,1.1,2.1,75.45,52.4,4.08,2.62,0.0,177.34,602.86,8.61,16.93,21.61,2.67,2.67,3.37,913.57,1.13,201.61,140.23,49.14,96.63,1.97,79.1,49.14,26.97,3.09,0.0,176.93,608.42,13.32,21.79,36.66,3.35,3.54,4.07,1001.8,36.71,197.28,104.91,38.87,63.59,1.64,65.29,38.87,39.2,4.18,0.0,143.02,463.98,0,TRAIN,3.0
88,44.9,75.36,9.22,1.43,3.71,3.71,74.77,45.34,19.92,,0.4,0.68,1.68,180.97,40.42,111.09,,0.0,27.95,72.77,-14.36,-22.41,-1.65,2.92,3.98,5.25,41.79,8.28,7.87,10.04,0.36,0.56,1.56,108.61,35.94,-39.94,,0.0,14.12,103.79,14.75,26.48,2.29,0.02,0.54,2.69,56.43,10.86,20.72,44.61,0.44,0.79,1.79,65.16,44.27,33.33,,0.0,7.81,68.69,0,TRAIN,3.0
89,0.82,1.12,17.45,0.0,1.21,1.21,7727.52,2454.13,2030.98,,0.27,0.36,1.36,0.82,26.57,14.7,1.08,0.0,0.0,0.0,0.21,0.26,4.69,0.0,2.7,2.7,8041.08,1834.66,1376.67,,0.17,0.21,1.21,0.21,17.31,15.52,1.55,0.0,0.0,0.0,-0.32,-0.39,,0.0,2.91,2.91,10978.6,2930.51,1888.98,1.78,0.17,0.21,1.21,-0.32,17.4,12.14,1.67,0.0,0.0,0.0,0,TRAIN,3.0
90,12.05,63.46,20.58,0.68,1.1,1.1,621.58,126.27,297.9,,0.81,4.26,5.26,23.29,81.01,25.7,1.09,0.0,19.18,41.32,-3.67,-228.89,,0.98,1.31,1.31,986.92,59.29,77.16,0.0,0.98,61.41,62.41,5.22,98.4,1.31,1.07,75.67,17.34,82.77,1.11,30.81,1.93,1.42,0.39,0.39,632.7,-42.12,40.69,,0.96,26.7,27.7,13.28,96.39,26.51,0.97,86.2,14.84,19.58,0,TRAIN,3.0
91,5.26,11.59,5.84,0.11,0.4,0.99,404.3,22.21,78.82,47.85,0.55,1.2,2.2,24.86,54.63,36.95,0.83,0.0,21.78,100.24,7.0,12.31,5.65,0.36,0.73,1.6,293.77,21.31,57.68,50.18,0.43,0.76,1.76,29.48,43.14,70.71,1.03,0.0,13.35,49.57,7.81,11.39,6.83,1.0,1.33,3.13,318.07,14.52,44.19,79.66,0.31,0.46,1.46,30.98,31.42,84.49,1.38,0.0,14.9,63.44,0,TRAIN,3.0
92,3.74,18.83,1.66,0.41,1.67,1.88,161.38,84.27,75.95,15.83,0.56,2.8,5.04,41.34,80.16,9.42,5.94,0.0,16.67,82.57,6.03,16.95,1.8,0.15,1.54,1.82,108.57,72.41,53.13,14.68,60.86,170.97,2.81,63.39,60.86,14.33,3.74,0.0,12.36,63.03,13.78,39.55,4.03,0.28,1.67,1.77,106.8,71.65,56.82,5.75,65.16,187.05,2.87,44.36,65.16,23.75,8.99,0.0,6.48,49.19,0,TRAIN,3.0
93,-58.8,-241.55,-40.26,0.75,1.25,1.31,249.21,92.58,185.26,12.06,0.76,3.11,4.11,-54.83,75.66,-72.24,19.85,0.0,2.72,-8.06,0.71,2.36,0.71,0.26,1.22,1.38,359.92,231.22,240.34,38.6,0.7,2.3,3.3,5.67,69.69,2.97,5.06,0.0,3.63,-19.31,0.04,0.14,0.04,0.33,1.23,1.39,350.86,214.37,207.21,38.58,0.71,2.4,3.4,4.98,70.63,3.16,7.65,9.52,3.53,38.15,0,TRAIN,3.0
94,-39.88,-299.37,-20.1,0.66,0.81,0.81,183.42,23.5,91.31,,0.87,6.51,7.51,-1.08,86.68,2.35,0.46,36.23,19.55,327.55,-36.81,196.54,-32.81,0.68,0.69,0.69,324.4,1.28,213.25,,1.19,-6.34,-5.34,-3.85,118.73,-13.17,-0.99,51.99,29.38,990.27,-89.78,52.27,-9.34,0.27,0.3,0.31,37.85,2.85,53.41,0.73,2.72,-1.58,-0.58,170.46,271.76,-9.0,-10.44,127.9,27.06,100.31,0,TRAIN,3.0
95,-17.8,-227.51,-3.6,0.2,0.84,0.84,73.54,30.38,46.81,,0.92,11.78,12.78,3.48,92.17,4.64,0.8,0.0,4.3,61.43,-12.59,150.59,-6.15,0.17,0.85,0.85,177.85,32.11,47.33,,1.08,-12.96,-11.96,2.37,108.36,-0.76,-0.11,0.0,7.31,70.6,-17.37,62.28,-6.44,0.05,0.55,1.13,135.04,9.35,18.76,10.98,1.28,-4.59,-3.59,8.61,127.89,-4.38,-0.33,0.0,9.64,94.25,0,TRAIN,3.0
96,16.32,29.59,39.72,0.52,0.69,0.9,885.71,63.3,379.65,81.69,0.43,0.79,1.81,17.03,44.84,46.04,1.0,0.0,1.72,6.6,0.84,1.45,4.8,0.25,1.03,1.09,2082.7,679.9,871.36,50.92,0.42,0.73,1.73,2.54,42.36,11.46,1.07,0.0,9.75,21.59,6.37,15.82,9.97,0.17,1.22,1.23,569.93,353.05,204.75,2.68,0.6,1.48,2.48,6.37,59.74,13.24,1.52,23.41,0.0,0.01,0,TRAIN,3.0
97,0.57,1.3,0.7,0.02,0.61,1.09,450.1,94.7,141.5,75.66,0.49,1.14,2.3,28.77,56.53,28.71,0.92,8.23,34.88,288.4,-6.01,-14.91,-6.94,0.02,0.38,1.04,420.49,52.34,81.08,97.09,0.54,1.35,2.48,25.05,54.2,17.87,0.91,19.38,25.8,217.5,-11.46,-45.23,-15.0,0.01,0.26,0.68,476.42,52.64,116.5,88.12,0.7,2.76,3.95,19.56,69.94,0.13,0.71,21.57,29.33,301.08,0,TRAIN,3.0
98,4.03,4.71,1.01,5.42,15.89,15.89,57.32,59.36,5.67,0.0,0.14,0.17,1.17,27.93,14.45,27.88,,0.0,5.98,80.59,8.3,14.68,2.83,8.57,11.72,11.72,124.24,32.99,10.49,,0.43,0.77,1.77,43.79,43.5,19.07,,0.0,12.11,69.44,6.32,15.66,8.43,4.63,7.29,7.29,485.61,81.84,30.81,,0.6,1.48,2.48,22.03,59.64,18.72,1.76,0.0,20.96,42.67,0,TRAIN,3.0
99,0.08,7.17,4.98,1.22,2.04,2.04,22202.39,214.04,263.14,,0.99,86.81,87.81,0.08,98.86,0.08,1.01,0.0,0.0,0.0,0.08,6.31,11.78,1.27,2.02,2.02,55985.98,538.78,717.46,,0.99,81.41,82.41,0.08,98.79,0.08,1.01,0.0,0.0,0.0,0.88,42.05,52.15,2.13,3.22,3.22,21653.29,219.72,200.95,,0.98,46.96,47.96,0.88,97.91,0.9,1.02,0.0,0.0,0.0,0,TRAIN,3.0
100,1.07,2.83,0.6,0.03,0.14,0.14,206.2,13.45,121.31,0.01,0.62,1.66,2.66,8.72,62.36,81.13,0.44,2.84,4.34,12.94,-0.58,-1.79,-0.45,0.07,0.09,0.09,281.22,3.74,187.83,0.01,0.68,2.08,3.08,7.16,67.55,49.78,0.35,0.0,3.8,14.97,-5.06,-14.34,,0.02,0.22,0.22,250.73,30.71,160.41,0.01,0.65,1.83,2.83,5.64,64.69,78.77,0.41,0.0,5.01,11.62,0,TRAIN,3.0
101,13.75,21.76,13.35,0.08,1.3,2.66,353.4,152.51,126.58,174.56,0.37,0.58,1.58,16.59,36.82,43.74,43.07,0.0,2.76,24.87,3.52,5.56,4.79,0.16,1.15,2.68,495.02,176.1,177.49,272.11,0.37,0.58,1.58,6.0,36.64,12.96,43.92,0.0,2.53,-44.74,7.07,10.54,10.89,0.55,1.37,3.01,560.75,146.86,180.9,296.68,0.33,0.49,1.49,9.86,32.92,21.96,55.63,0.0,3.22,-134.89,0,TRAIN,3.0
102,0.75,1.57,1.0,0.84,0.84,0.84,486.11,,250.72,,0.52,1.09,2.09,7.98,52.15,29.73,0.85,0.0,9.65,31.57,12.48,24.08,10.6,1.09,1.42,1.42,309.29,48.19,147.36,,0.48,0.93,1.93,18.13,48.17,56.11,1.64,0.0,4.8,15.16,17.1,18.78,9.87,8.54,8.54,8.54,210.14,,18.43,,0.09,0.1,1.1,24.61,8.93,424.07,3.76,0.0,4.33,14.43,0,TRAIN,3.0
103,69.62,89.93,27.66,3.54,3.6,3.6,97.34,2.16,32.3,0.09,0.23,0.29,1.29,69.62,22.58,324.55,4.24,0.0,0.0,0.0,2.93,14.18,,0.0,1.14,1.14,97.63,86.59,76.3,0.01,0.79,3.85,4.85,12.19,79.37,7.6,2.07,0.0,1.79,37.39,3.39,8.4,,0.22,2.06,2.06,248.16,154.41,84.11,0.19,0.6,1.48,2.48,18.63,59.62,17.46,4.74,24.4,7.5,36.73,0,TRAIN,3.0
104,4.58,13.89,4.36,0.11,0.45,0.45,346.46,75.65,220.89,0.87,0.65,1.96,3.03,14.51,67.01,32.33,0.47,0.0,9.45,-187.28,6.2,21.13,9.76,0.14,0.52,0.52,573.41,152.12,400.76,,0.71,2.41,3.41,11.03,70.67,18.55,0.47,0.0,7.62,-147.27,1.31,14.4,3.56,0.12,0.44,0.44,987.41,247.05,308.17,,0.91,9.99,10.99,4.09,90.9,17.23,0.23,46.92,7.55,-131.83,0,TRAIN,3.0
105,-14.52,-18.01,-27.13,2.29,2.93,4.46,680.41,59.45,91.94,141.78,0.17,0.22,1.24,25.24,19.4,-8.12,2.15,0.0,74.32,-3950.33,-0.25,-0.39,-0.83,0.86,1.12,2.19,1222.54,60.08,238.25,255.1,0.38,0.6,1.6,28.98,37.56,12.32,1.4,0.0,70.88,-2011.82,0.16,0.29,0.49,0.06,0.09,0.97,1106.05,9.59,159.05,256.89,0.45,0.82,1.82,25.2,45.1,19.94,1.56,12.25,55.09,280.02,0,TRAIN,3.0
